date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:39:50	43986/43986	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202019%2010:13:38%20GMT	https://demos.freehtml5.co/multipurpose/index.html	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/index-2.html	(from https://demos.freehtml5.co/multipurpose/)
22:39:51	5135/5135	---M--	200	added ('OK')	image/png	etag:%225cf78f33-140f%22	https://demos.freehtml5.co/multipurpose/assets/images/logo.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/logo.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:52	1585/1585	---M--	200	added ('OK')	image/png	etag:%225cf78f35-631%22	https://demos.freehtml5.co/multipurpose/assets/images/service1.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/service1.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:53	855/855	---M--	200	added ('OK')	image/png	etag:%225cf78f37-357%22	https://demos.freehtml5.co/multipurpose/assets/images/service2.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/service2.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:54	997/997	---M--	200	added ('OK')	image/png	etag:%225cf78f35-3e5%22	https://demos.freehtml5.co/multipurpose/assets/images/service3.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/service3.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:54	941/941	---M--	200	added ('OK')	image/png	etag:%225cf78f37-3ad%22	https://demos.freehtml5.co/multipurpose/assets/images/service4.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/service4.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:55	1837/1837	---M--	200	added ('OK')	image/png	etag:%225cf78f34-72d%22	https://demos.freehtml5.co/multipurpose/assets/images/service5.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/service5.png	(from https://demos.freehtml5.co/multipurpose/)
22:39:56	16723/16723	---M--	200	added ('OK')	image/jpeg	etag:%225cf78f31-4153%22	https://demos.freehtml5.co/multipurpose/assets/images/featured-img1.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/featured-img1.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:39:56	10825/10825	---M--	200	added ('OK')	image/jpeg	etag:%225cd52048-2a49%22	https://demos.freehtml5.co/multipurpose/assets/images/featured-img2.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/featured-img2.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:39:57	12680/12680	---M--	200	added ('OK')	image/jpeg	etag:%225cd5204a-3188%22	https://demos.freehtml5.co/multipurpose/assets/images/post1.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/post1.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:39:58	10733/10733	---M--	200	added ('OK')	image/jpeg	etag:%225cd5204a-29ed%22	https://demos.freehtml5.co/multipurpose/assets/images/post2.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/post2.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:39:59	14621/14621	---M--	200	added ('OK')	image/jpeg	etag:%225cd5204a-391d%22	https://demos.freehtml5.co/multipurpose/assets/images/post3.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/post3.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:39:59	20255/20255	---M--	200	added ('OK')	image/jpeg	etag:%225cd52048-4f1f%22	https://demos.freehtml5.co/multipurpose/assets/images/post4.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/post4.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:40:00	36557/36557	---M--	200	added ('OK')	image/jpeg	etag:%225cd52048-8ecd%22	https://demos.freehtml5.co/multipurpose/assets/images/gallery1.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/gallery1.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:40:01	33173/33173	---M--	200	added ('OK')	image/jpeg	etag:%225cd52048-8195%22	https://demos.freehtml5.co/multipurpose/assets/images/gallery2.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/gallery2.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:40:02	15288/15288	---M--	200	added ('OK')	image/jpeg	etag:%225cd52048-3bb8%22	https://demos.freehtml5.co/multipurpose/assets/images/gallery3.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/gallery3.jpg	(from https://demos.freehtml5.co/multipurpose/)
22:40:03	34018/34018	---M--	200	added ('OK')	image/png	etag:%225cf78f37-84e2%22	https://demos.freehtml5.co/multipurpose/assets/images/test1.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/test1.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:03	2451/2451	---M--	200	added ('OK')	image/png	etag:%225cf78f32-993%22	https://demos.freehtml5.co/multipurpose/assets/images/client1.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/client1.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:05	1755/1755	---M--	200	added ('OK')	image/png	etag:%225cf78f32-6db%22	https://demos.freehtml5.co/multipurpose/assets/images/client2.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/client2.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:05	2642/2642	---M--	200	added ('OK')	image/png	etag:%225cf78f32-a52%22	https://demos.freehtml5.co/multipurpose/assets/images/client3.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/client3.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:06	2627/2627	---M--	200	added ('OK')	image/png	etag:%225cf78f33-a43%22	https://demos.freehtml5.co/multipurpose/assets/images/client4.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/client4.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:07	2422/2422	---M--	200	added ('OK')	image/png	etag:%225cf78f33-976%22	https://demos.freehtml5.co/multipurpose/assets/images/client5.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/client5.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:08	7605/7605	---M--	200	added ('OK')	image/png	etag:%225cf78f33-1db5%22	https://demos.freehtml5.co/multipurpose/assets/images/rcnt-post1.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/rcnt-post1.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:08	7952/7952	---M--	200	added ('OK')	image/png	etag:%225cf78f33-1f10%22	https://demos.freehtml5.co/multipurpose/assets/images/rcnt-post2.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/rcnt-post2.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:09	9610/9610	---M--	200	added ('OK')	image/png	etag:%225cf78f33-258a%22	https://demos.freehtml5.co/multipurpose/assets/images/rcnt-post3.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/rcnt-post3.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:09	7770/7770	---M--	200	added ('OK')	image/png	etag:%225cf78f35-1e5a%22	https://demos.freehtml5.co/multipurpose/assets/images/rcnt-post4.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/rcnt-post4.png	(from https://demos.freehtml5.co/multipurpose/)
22:40:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cbb0fd-4d7%22	https://demos.freehtml5.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:12	271751/271751	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c9949b6-42587%22	https://demos.freehtml5.co/multipurpose/assets/js/jquery-3.3.1.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/jquery-3.3.1.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:13	222911/222911	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c63b2c4-366bf%22	https://demos.freehtml5.co/multipurpose/assets/js/bootstrap.bundle.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/bootstrap.bundle.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:13	1373/1373	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a8ec26e-55d%22	https://demos.freehtml5.co/multipurpose/assets/js/loaders.css.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/loaders.css.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:14	20005/20005	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c9f7206-4e25%22	https://demos.freehtml5.co/multipurpose/assets/js/aos.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/aos.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:15	215873/215873	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c9f71cc-34b41%22	https://demos.freehtml5.co/multipurpose/assets/js/swiper.min.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/swiper.min.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:16	49799/49799	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cc247d0-c287%22	https://demos.freehtml5.co/multipurpose/assets/js/lightgallery-all.min.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/lightgallery-all.min.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:17	4081/4081	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cd8b094-ff1%22	https://demos.freehtml5.co/multipurpose/assets/js/main.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/js/main.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:18	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2019:31:56%20GMT	https://demos.freehtml5.co/multipurpose/js/app.min.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/js/app.min.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:19	538/538	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e4cf99-21a%22	https://demos.freehtml5.co/demos/demoscript.js	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/demos/demoscript.js	(from https://demos.freehtml5.co/multipurpose/)
22:40:21	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c91dba6-2876e%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont3e6e.eot	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c91dba6-2876e%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.eot?	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfontd41d.eot	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:23	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225c91dba6-12d68%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:24	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225c91dba6-17ee8%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont3e6e.woff	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:25	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225c91dba6-286ac%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:33	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c91dba6-6c7db%22	https://demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/fontawesome-webfont3e6e.svg	(from https://demos.freehtml5.co/multipurpose/assets/css/font-awesome/font-awesome.css)
22:40:33	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c6af016-fb8%22	https://demos.freehtml5.co/multipurpose/assets/fonts/lg.eot?n1z373	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/lgd641.eot	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:34	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225c6af016-fb8%22	https://demos.freehtml5.co/multipurpose/assets/fonts/lg.eot?	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/lgd41d.eot	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:35	3956/3956	---M--	200	added ('OK')	font/woff	etag:%225c6af016-f74%22	https://demos.freehtml5.co/multipurpose/assets/fonts/lg.woff?n1z373	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/lgd641.woff	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:35	3880/3880	---M--	200	added ('OK')	application/octet-stream	etag:%225c6af016-f28%22	https://demos.freehtml5.co/multipurpose/assets/fonts/lg.ttf?n1z373	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/lgd641.ttf	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:37	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c6af016-2297%22	https://demos.freehtml5.co/multipurpose/assets/fonts/lg.svg?n1z373	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/fonts/lgd641.svg	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:37	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2019:32:15%20GMT	https://demos.freehtml5.co/multipurpose/assets/img/vimeo-play.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/img/vimeo-play.png	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:38	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2019:32:16%20GMT	https://demos.freehtml5.co/multipurpose/assets/img/video-play.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/img/video-play.png	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:39	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2019:32:17%20GMT	https://demos.freehtml5.co/multipurpose/assets/img/youtube-play.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/img/youtube-play.png	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:42	808/808	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Feb%202024%2019:32:18%20GMT	https://demos.freehtml5.co/multipurpose/assets/img/loading.gif	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/img/loading.gif	(from https://demos.freehtml5.co/multipurpose/assets/css/lightgallery.min.css)
22:40:43	115905/115905	---M--	200	added ('OK')	image/jpeg	etag:%225cf78f31-1c4c1%22	https://demos.freehtml5.co/multipurpose/assets/images/hero-bg.jpg	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/hero-bg.jpg	(from https://demos.freehtml5.co/multipurpose/assets/css/style.css)
22:40:44	274375/274375	---M--	200	added ('OK')	image/png	etag:%225cf78f35-42fc7%22	https://demos.freehtml5.co/multipurpose/assets/images/hero-texture.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/hero-texture.png	(from https://demos.freehtml5.co/multipurpose/assets/css/style.css)
22:40:45	211980/211980	---M--	200	added ('OK')	image/png	etag:%225cd52096-33c0c%22	https://demos.freehtml5.co/multipurpose/assets/images/test-clients-bg.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/test-clients-bg.png	(from https://demos.freehtml5.co/multipurpose/assets/css/style.css)
22:40:46	86287/86287	---M--	200	added ('OK')	image/png	etag:%225cd52048-1510f%22	https://demos.freehtml5.co/multipurpose/assets/images/footer-bg.png	C:/Users/hope%20tech/Desktop/buisness%20projects/Acube%20software%20company/charity%20software/charity%20website/demos.freehtml5.co/multipurpose/assets/images/footer-bg.png	(from https://demos.freehtml5.co/multipurpose/assets/css/style.css)
